_id,car_park_no,address,x_coord,y_coord,car_park_type,type_of_parking_system,short_term_parking,free_parking,night_parking,car_park_decks,gantry_height,car_park_basement,_fp,latitude,longitude,has_free_parking,free_daytime,free_halfday,free_time_ranges,has_short_term_parking,is_very_visitor_friendly,has_height_restriction,has_big_vehicle_restrictions
100,A77,BLK 150/156 ANG MO KIO AVENUE 5,28741.1744,39815.655,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,1,0,0.0,0,4f40cea97d0f0347c4e1c30ba21eef99c82ee4e170475b4e69abd1a83fc96800,1.376353149352738,103.83997857029854,1,1,0,"[""7AM-10.30PM""]",1,1,0,0
101,A78,BLK 157/163 ANG MO KIO AVENUE 4,28564.0295,39632.2729,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,1,0,4.5,0,a3b37a4f2105b05666d5910538912181cb7601a67b3888a60a8755f77d03a294,1.3746947111453929,103.83838679093324,1,1,0,"[""7AM-10.30PM""]",1,1,1,0
102,A8,BLK 209/210 ANG MO KIO STREET 22,29111.67,38975.61,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,1,0,4.5,0,72b7f315a1d3df4a06a1ddd3da441e96693129c6bebde6bfe3d1e8b95b479f99,1.3687560709932358,103.84330771146671,1,1,0,"[""7AM-10.30PM""]",1,1,1,0
103,A81,BLK 170/172 ANG MO KIO STREET 13,28351.6931,39594.7701,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,1,0,0.0,0,5f7aeb9147ab9f23ffd32d76cf1622a654834e1eb45bf67cf6d82a0f69134312,1.3743555525255606,103.83647879468057,1,1,0,"[""7AM-10.30PM""]",1,1,0,0
104,A82,BLK 173/176 ANG MO KIO AVENUE 4,28342.7741,39740.6593,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,1,0,0.0,0,42c7da88163e43ae6a5ccb698209fb7210315c792f6c0495323c8d6528202ac2,1.37567492239482,103.83639865272241,1,1,0,"[""7AM-10.30PM""]",1,1,0,0
105,A85,BLK 340 ANG MO KIO STREET 32,29824.1,38572.16,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,0,0,0.0,0,10129a5d50cfa2d353dbece0c1313e9f5579c9472692c184290e1fe5cdf0b3a2,1.3651073779477731,103.84970936855954,1,1,0,"[""7AM-10.30PM""]",1,0,0,0
106,A87,BLK 462/463 ANG MO KIO STREET 44,30733.8638,38762.2439,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,1,0,0.0,0,81701be7b22f7a7dcc012fd35614da0ce9e2df1c7540f940997e1a629186e715,1.36682635874641,103.8578842373726,1,1,0,"[""7AM-10.30PM""]",1,1,0,0
107,A88,BLK 348 ANG MO KIO AVENUE 3,29552.24,38701.9,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,0,0,0.0,0,8ac254010761fb60c029b912fc6924f931dad74685a70657499b4f36f5d00ad5,1.3662807156719192,103.84726652678953,1,1,0,"[""7AM-10.30PM""]",1,0,0,0
108,A89,BLK 101/102 ANG MO KIO STREET 11,28673.21,39163.93,SURFACE CAR PARK,COUPON PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,0,0,0.0,0,daa3609b398c4c661ff64c880a3a9df51a55c390d88f7b4343fd4be2fe5ea39f,1.3704591830451702,103.83936784590809,1,1,0,"[""7AM-10.30PM""]",1,0,0,0
109,A9,BLK 202/203 ANG MO KIO STREET 22,29232.3606,38900.2315,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,1,0,4.5,0,7ed543497f524ce812b8b02e1224b4f6315cc6a649d61d3990a1bfef0efe3581,1.368074369978137,103.84439219780549,1,1,0,"[""7AM-10.30PM""]",1,1,1,0
110,A90,BLK 625/627 ANG MO KIO STREET 61,28882.3578,40440.1317,SURFACE CAR PARK,COUPON PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,1,0,5.4,0,f595d6d87b66ef361ba64864bacd26e7e8e3fd5a61adc7c9bfc71f9344c588bf,1.3820006892151158,103.84124722457109,1,1,0,"[""7AM-10.30PM""]",1,1,1,0
111,A94,BLK 104C ANG MO KIO STREET 11,28556.1477,39318.8058,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,1,10,2.0,0,b25fa82369c2268313184c75381c0f258c54c85970f98aca1e4f926dc0383f72,1.3718598268833164,103.83831596140111,1,1,0,"[""7AM-10.30PM""]",1,1,1,1
112,A95,BLK 323A ANG MO KIO AVENUE 3,29612.0323,38838.7824,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,1,12,2.15,0,ac27df3c1e16ac83acc947b9513d1c11b97f89c055be5074a9f211f333c5603b,1.367518628007778,103.84780380928048,1,1,0,"[""7AM-10.30PM""]",1,1,1,1
113,A98,BLK 259 ANG MO KIO AVENUE 2,27837.0334,39020.7488,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,1,0,0.0,0,8eddaa6053137683841b8fa0a6e46e172ecd1a9d706b1b16fd39483f6a33e743,1.3691643105963722,103.83185420964756,1,1,0,"[""7AM-10.30PM""]",1,1,0,0
114,A99,BLK 181 ANG MO KIO AVENUE 5,28433.4999,39885.5496,SURFACE CAR PARK,COUPON PARKING,7AM-10.30PM,NO,0,0,0.0,0,7b5db4b9f221b4056a94bb4e46c517981e73265fa39233f10ca542d02a587c52,1.3769852572551458,103.8372138919684,0,0,0,,1,0,0,0
1,ACB,BLK 270/271 ALBERT CENTRE BASEMENT CAR PARK,30314.7936,31490.4942,BASEMENT CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,1,1,1.8,1,3111b49f6d0664539a6ebd0247040d02c5ee4a2cdc51dcd0cd9e2b35825cb113,1.3010632720874964,103.85411804993062,0,0,0,,1,0,1,1
2,ACM,BLK 98A ALJUNIED CRESCENT,33758.4143,33695.5198,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,1,5,2.1,0,4eacc1ba9dec0a125e8c4c31db68b89c2d154aa08e573343c9a7491a1e03a127,1.3210042901059609,103.88506094761496,1,1,0,"[""7AM-10.30PM""]",1,1,1,1
3,AH1,BLK 101 JALAN DUSUN,29257.7203,34500.3599,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,1,0,0.0,0,e0273ce579e4edaa94cc89dbe25b3954917c66cd2364516faee700ac81d5c821,1.328283495109407,103.84461988914568,1,1,0,"[""7AM-10.30PM""]",1,1,0,0
4,AK19,BLOCK 253 ANG MO KIO STREET 21,28185.4359,39012.6664,SURFACE CAR PARK,COUPON PARKING,7AM-7PM,NO,0,0,0.0,0,1890997ac4484933cd16257684eeaf23f86c858922e4a10231842e701076c6a8,1.3690912161435602,103.83498485034055,0,0,0,,1,0,0,0
5,AK31,BLK 302/348 ANG MO KIO STREET 31,29482.029,38684.1754,SURFACE CAR PARK,COUPON PARKING,NO,NO,0,0,0.0,0,57dea9b6287996559c9ae58160c1b096cc0f4c63048571d365215ec64d8ac034,1.3661204243173295,103.84663563161574,0,0,0,,0,0,0,0
6,AK52,BLK 513 ANG MO KIO STREET 53,29889.3457,39382.8134,SURFACE CAR PARK,COUPON PARKING,WHOLE DAY,NO,1,0,0.0,0,e2f39df1111d27e4bbc1b1c8a116346212719b9c3f44a67ef82238a5fc6c76e2,1.3724386334422467,103.85029569742481,0,0,0,,1,0,0,0
7,AK9,ANG MO KIO AVENUE 9,29674.8184,40616.875,SURFACE CAR PARK,COUPON PARKING,NO,NO,0,0,0.0,0,1cce985f48c5721c2a865adbdca6bf33adf915062b0c7783982fcdaa8f413ee6,1.3835990576551445,103.8483680866534,0,0,0,,0,0,0,0
8,AM14,BLK 227 ANG MO KIO STREET 23,28777.0707,38973.9528,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,1,6,2.15,0,d7144caf1545d51e7550edd7c4c99ad9e5eb445c6ef9991bc601a47bf80c65d7,1.3687410945550118,103.84030110265202,0,0,0,,1,0,1,1
9,AM16,BLK 256A ANG MO KIO STREET 21,28267.0582,39151.8344,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,1,2,2.15,0,601d47e950e1e01af28c47f58b7e2a3439780f1b93165360e20848f8a46231ef,1.3703498012136124,103.83571828515677,1,1,0,"[""7AM-10.30PM""]",1,1,1,1
10,AM18,BLK 308C ANG MO KIO AVENUE 1,29257.6457,38619.9953,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,NO,0,3,2.15,0,cc3437fdbf509a0b483783c3337ef05df0798a7062fd663ab2a6dd3f1f26dbde,1.3655400127862634,103.84461939021914,0,0,0,,1,0,1,1
11,AM19,BLK 260 ANG MO KIO STREET 21,28134.9305,38989.9965,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,1,6,2.15,0,6cd79752627bb4c786c7cc4ae3127ca362db8bd6d811c99baf92a6cc2844d820,1.3688861979339544,103.83453102382205,1,1,0,"[""7AM-10.30PM""]",1,1,1,1
12,AM20,BLK 309B ANG MO KIO STREET 31,29421.1502,38526.8611,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,1,12,2.15,0,6a3d80153c0343dbf444e0c0b781092c675f155962a869fe5eaafa0b6a095822,1.3646977329371186,103.84608858611757,1,1,0,"[""7AM-10.30PM""]",1,1,1,1
13,AM22,BLK 316B ANG MO KIO STREET 31,29595.2539,38514.7606,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,1,12,2.15,0,44c7176d0757e8b8f6736c21aafc53253cda6973b5420b783bea8f0ff7c5f629,1.3645882914751264,103.84765302635225,1,1,0,"[""7AM-10.30PM""]",1,1,1,1
14,AM32,BLK 255A ANG MO KIO STREET 21,28117.7689,39172.0389,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,1,2,2.15,0,ea5fe7b188878151fc9ce43c488df2fef4789e4a5a0301e5c7b1faa41656c41d,1.3705325244610713,103.8343768155432,0,0,0,,1,0,1,1
15,AM43,BLK 455 ANG MO KIO STREET 44,30669.2379,38959.5487,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,1,7,2.15,0,de804a64de8ee04cffeaa910ee4aca2335d12ab465d852180dd72f4f2805c622,1.3686107186719942,103.85730354666741,1,1,0,"[""7AM-10.30PM""]",1,1,1,1
16,AM46,BLK 588 ANG MO KIO STREET 52,30234.4145,39354.0323,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,1,5,2.15,0,f3842e03a0ba8c56ea74a0a34cb90b7c39c6435217e53e41932ffdb0a39ab483,1.3721783233234015,103.85339638441604,0,0,0,,1,0,1,1
17,AM51,BLK 700 ANG MO KIO AVENUE 6,29489.025,39103.7605,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,1,12,2.15,0,aeb9989e17f2d25cc47ac29db68cf3e99e41ee39ab4ef5d0a122f2fc3f4b4527,1.369915001718853,103.84669851649676,1,1,0,"[""7AM-10.30PM""]",1,1,1,1
18,AM64,BLK 590 ANG MO KIO STREET 51,30201.236,39274.274,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,1,12,2.15,0,4f802684dc724540d46620194cd435a4169b80e5fa8cf25c34c7165451302438,1.3714570202946914,103.85309824605719,1,1,0,"[""7AM-10.30PM""]",1,1,1,1
19,AM79,BLK 596 ANG MO KIO STREET 52,30004.2224,39370.6063,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,1,12,2.15,0,dc3c6f2d2c32b16c69cc859625bec9dcf504f8e75c2008b4858d92cc3d08f8d6,1.3723282292064236,103.85132794564834,1,1,0,"[""7AM-10.30PM""]",1,1,1,1
20,AM80,BLK 130A ANG MO KIO STREET 12,28950.7223,39184.6976,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,1,4,2.15,0,bc12905072bdde173e6da9125dd888314cfc7454e8053ac4a51ebee2c3d11352,1.3706469901715583,103.84186149048261,1,1,0,"[""7AM-10.30PM""]",1,1,1,1
21,AM81,BLK 132A ANG MO KIO STREET 12,28960.3285,39294.4158,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,1,4,2.15,0,da61676bcfc70e158e8cbd6b749d1657305a0f070e037a35dd4553ffcd4dd0f7,1.3716392420558658,103.84194781252401,1,1,0,"[""7AM-10.30PM""]",1,1,1,1
22,AM96,BLK 352A ANG MO KIO STREET 32,29961.0968,38457.9118,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,1,12,2.15,0,bcf919d2067f15f94d2f030b739afe5a042a0a57b2f5485674ff9b878e8516b1,1.3640741492788215,103.85094037122862,1,1,0,"[""7AM-10.30PM""]",1,1,1,1
23,AR1L,3 AND 5 DOVER ROAD,22359.0217,31801.6379,SURFACE CAR PARK,ELECTRONIC PARKING,NO,NO,0,0,4.5,0,37ad1d250bafb8fae1e96fa909d4cb766a02b21365c1ee3cc1658d47dfec4a59,1.3038767185244577,103.78263177920336,0,0,0,,0,0,1,0
24,AR1M,BLK 2A DOVER ROAD,22474.205,31687.9608,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,1,10,2.15,0,d9493d5ca3355ee495ae9ff2e8154fb130fbb71423e315de01d182ddd1caf40a,1.3028486840208244,103.7836667743232,1,1,0,"[""7AM-10.30PM""]",1,1,1,1
25,AR2L,BLK 26 AND 27 DOVER CRESCENT,22194.6359,32026.8288,SURFACE CAR PARK,ELECTRONIC PARKING,NO,NO,0,0,0.0,0,22617ccf93ba2fcd5eaee3361a7235e7190ebb8f2b268fc9ba22cd6e7c3eed25,1.3059132344622109,103.78115465517361,0,0,0,,0,0,0,0
26,AR2M,BLK 28 DOVER CRESCENT,22252.486,31896.9749,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,1,16,2.15,0,8d3408644a3c8f681a4e1a2e38bcb908dad1da72ad921c6a0d2a2aa64df02e56,1.3047388928304149,103.78167448932463,1,1,0,"[""7AM-10.30PM""]",1,1,1,1
27,AR5M,BLK 19A DOVER CRESCENT,22562.8641,32184.9758,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,1,12,2.15,0,a2c806cb4f6da05d554ec486119bbf9bfb1378b18dbfa5a3de466e02f0751ff5,1.307343526593196,103.78446333008414,1,1,0,"[""7AM-10.30PM""]",1,1,1,1
28,AR7L,12 TO 14 DOVER CLOSE EAST,22688.3753,32015.1518,SURFACE CAR PARK,ELECTRONIC PARKING,NO,NO,0,0,0.0,0,4fc8e00aecda429a3a5e27d807eee93c7896b733e2bb62172b7626d853029396,1.305807720561871,103.7855911365702,0,0,0,,0,0,0,0
29,AR7M,BLK 12A DOVER CLOSE EAST,22643.9533,31900.5591,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,1,7,2.15,0,ff09878118168f7ebfba595b4a2637393fb5cc4f2efc7e996c59ca4e7a2bc3d0,1.3047713772680545,103.78519200383877,1,1,0,"[""7AM-10.30PM""]",1,1,1,1
30,AR9,BLK 20/22/23 DOVER CRESCENT,22448.9368,32178.436,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,0,0,0.0,0,9e91cf3e64e85e92f34f2605003a9eba9c26c702e474059b31395fc312d21fda,1.3072843627095663,103.78343964059528,1,1,0,"[""7AM-10.30PM""]",1,0,0,0
31,AV1,BLK 120/120A/121-127 ALEXANDRA VILLAGE,24649.752,29778.7266,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,1,0,4.5,0,514863ecf000d4a3f47d2359ccbe6699dd67b91d8602a4c49248b1b271dafc39,1.2855825549923126,103.80321526415888,0,0,0,,1,0,1,0
326,B10,BLK 404/413 BEDOK NORTH AVENUE 3,39172.2903,34582.9441,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,1,0,4.5,0,e1c6b8b17a6c7d72f9cdb32cf0322674f248ce4c87724565eeafce33b134e2d2,1.3290283308949447,103.93370774408997,1,1,0,"[""7AM-10.30PM""]",1,1,1,0
327,B10M,BLK 431 BEDOK NORTH ROAD,39040.5507,34603.0432,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,1,8,2.15,0,4da0ff4bbfa4b0945529ea5c33df2d4943d1d4df8a8a97e6869ed8886a9fcd69,1.3292101478885272,103.93252399987297,1,1,0,"[""7AM-10.30PM""]",1,1,1,1
328,B11,BLK 416/418 BEDOK NORTH AVENUE 2,38803.7496,34507.0389,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,1,0,4.5,0,13fc57f5543a18667cc9a5c51b4d3b47d976c1fbea7bae429c20bfafef7257e7,1.3283420053245598,103.93039617992274,1,1,0,"[""7AM-10.30PM""]",1,1,1,0
329,B12,BLK 420/421 BEDOK NORTH STREET 1,38523.5625,34424.8004,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,1,0,4.5,0,9c7ae5ab2321932f2cb9362a7f61cf17525fe92df5569d23813cb0fd1bb7d60f,1.3275983686830186,103.92787851961256,1,1,0,"[""7AM-10.30PM""]",1,1,1,0
330,B13,BLK 414/425 BEDOK NORTH ROAD,38733.3633,34652.0234,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,1,0,4.5,0,d1599154d4138a88ed92e59dcaeae7bb849a1bf02810ccab0a4eb7829e1d80ba,1.3296532168537087,103.929763771966,1,1,0,"[""7AM-10.30PM""]",1,1,1,0
331,B14,BLK 412/413 BEDOK NORTH AVENUE 2,38920.4797,34597.393,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,1,0,4.5,0,c72da9aff9d6aacd3a9e9f5456e1da831bc19c1ca3ccd981621fa098e2488244,1.3291590929262413,103.93144509494518,1,1,0,"[""7AM-10.30PM""]",1,1,1,0
332,B16,"BLKS 59, 62-65 NEW UPPER CHANGI ROAD",39934.8473,33971.8042,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,1,0,4.5,0,f79afb874fd32e55b00da9f854a0e4ee5ff5ca7be5c8ce68f32b30885093942f,1.3235011178756266,103.94055949192419,1,1,0,"[""7AM-10.30PM""]",1,1,1,0
333,B17,BLK 52/57 NEW UPPER CHANGI ROAD,40079.2617,34051.0508,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,1,0,4.5,0,ea1f09052343ce9ec6e4faf5bbabba0c5f0e1da2806935adbc3a56e4d9dc1130,1.324217738006363,103.94185716126566,1,1,0,"[""7AM-10.30PM""]",1,1,1,0
334,B19,"BLK 36-44, 60 BEDOK SOUTH ROAD",39979.5352,33797.4766,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,1,0,4.5,0,02cb5f762adaf13801d23390d42efd314d5db3df63d6e729558b7d364c3b97ae,1.321924546005149,103.94096096793415,1,1,0,"[""7AM-10.30PM""]",1,1,1,0
335,B20,BLK 67/73 BEDOK SOUTH ROAD,40253.2539,33562.5352,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,1,0,4.5,0,c8bb88c424c3cb5399e8a11976338c9a866c14ba8e39a838599968d0ce759fc1,1.3197997144802687,103.94342037708827,1,1,0,"[""7AM-10.30PM""]",1,1,1,0
336,B21,BLK 74/82 BEDOK NORTH ROAD,39989.0226,34488.949,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,1,0,5.4,0,313eaf35d5aaed2a7ec74f42ff78dce351c19b5e0d8bba1954b11c533a387687,1.3281779629096135,103.94104648719063,1,1,0,"[""7AM-10.30PM""]",1,1,1,0
337,B23L,BLK 187 BEDOK NORTH STREET 4,39851.2917,34739.452,SURFACE CAR PARK,ELECTRONIC PARKING,NO,NO,0,0,0.0,0,acffefb4a6b9f1dddd9eb18c421fe3649efa78b6fd5cec510fa97a32d2ae7df5,1.330443473364623,103.93980899840454,0,0,0,,0,0,0,0
338,B23M,BLK 187 BEDOK NORTH STREET 4,39944.1477,34766.4678,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,1,8,2.15,0,25d73a2fe61fd0c4d991a2b38456fbfd3daf59b6d259b6868671323f78aea7ea,1.3306877578836185,103.94064337056808,1,1,0,"[""7AM-10.30PM""]",1,1,1,1
339,B24,BLK 84/89 BEDOK NORTH AVENUE 4,39682.7466,34983.1176,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,1,0,4.5,0,7d9503f4a13994c5c6785bd4318de05400daeef553b2b295186363a031ed962f,1.3326471603070125,103.93829462226209,0,0,0,,1,0,1,0
340,B24A,BLK 84 BEDOK NORTH STREET 4,39829.8122,34830.0817,SURFACE CAR PARK,COUPON PARKING,WHOLE DAY,NO,1,0,0.0,0,c3f62d6da581f829674a8aff3c44ac9f6c62102d1df426346943ae5595397620,1.3312631032232785,103.93961602850973,0,0,0,,1,0,0,0
341,B25,BLK 91/97 BEDOK NORTH AVENUE 4,39927.1063,35018.7287,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-7PM,NO,0,0,4.5,0,8dd1aced6aef14131f41a0efbbded30faa16b55f4e364b43850a0897c0c4731b,1.3329691187717014,103.94049034285005,0,0,0,,1,0,1,0
342,B26,BLK 98/100 BEDOK NORTH AVENUE 4,39910.4336,35166.7734,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,1,0,0.0,0,2325da669b9b380006728f1924259183fa690fdac188978f85e156a3eb38c32a,1.3343079867729062,103.94034058725475,1,1,0,"[""7AM-10.30PM""]",1,1,0,0
343,B27,BLK 101/106 BEDOK NORTH AVENUE 4,39654.1953,35145.7266,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,1,0,4.5,0,e210efb8ad03b1ca163a5acd8aed9ff1b2f8aaa964888700f51b54fa2b0821f4,1.3341177469892762,103.93803813520908,1,1,0,"[""7AM-10.30PM""]",1,1,1,0
344,B28,BLK 107/110 BEDOK NORTH ROAD,39379.6445,34971.7852,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,1,0,4.5,0,6005f9c492d789c0d2f0bad0b14b8271d4d02603cad86d279bc31ad294c3c49a,1.3325447895324392,103.93557107829271,1,1,0,"[""7AM-10.30PM""]",1,1,1,0
345,B30,BLK 119/123 BEDOK NORTH STREET 2,39733.8204,34684.0888,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,1,0,4.5,0,72a797b2e65359c6a9688f870a69b66c5dbd003c556a730ebea73ebfae7a091c,1.329942834656957,103.93875343367434,1,1,0,"[""7AM-10.30PM""]",1,1,1,0
346,B31,BLK 124/129 BEDOK NORTH STREET 2,39744.5963,34524.6842,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,1,0,4.5,0,9052b767b65ec0f35ee595e9d25c88366eccae71fbca01df2b788ce417dc077a,1.328501234196721,103.93885019978502,1,1,0,"[""7AM-10.30PM""]",1,1,1,0
347,B32,BLK 130/132 BEDOK NORTH STREET 2,39511.7026,34404.0851,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,1,0,4.5,0,8478707db6717427e8d563fb1ec86125d8c6f09329ee270ee3a355a22d6ac8b0,1.3274106694551377,103.93675747950408,1,1,0,"[""7AM-10.30PM""]",1,1,1,0
348,B33,BLK 131/133 BEDOK NORTH AVENUE 3,39405.1638,34385.3038,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,1,0,4.5,0,d6a1e74a149212ef230a892cb0eed3bc2a940d70ba3fce1fdc6e64e3d9fe901d,1.3272408584024267,103.93580016456131,1,1,0,"[""7AM-10.30PM""]",1,1,1,0
349,B34,BLK 134/136 BEDOK NORTH AVENUE 3,39391.0547,34503.7773,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,1,0,4.5,0,e38d6c78208282e3a2ae22cba12b99b4e63662827d6038f3242a5008dde01614,1.3283122943595511,103.9356734308385,1,1,0,"[""7AM-10.30PM""]",1,1,1,0
350,B35,BLK 137/140 BEDOK NORTH AVENUE 3,39335.7148,34586.2422,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,1,0,4.5,0,2d64eba0638eeb96a0ab778175fed34d5d68e54411c7d37689756bef9f15cdc5,1.329058097203989,103.93517620266307,1,1,0,"[""7AM-10.30PM""]",1,1,1,0
351,B40,BLK 504/508 BEDOK NORTH STREET 3,39067.9293,34972.3428,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,1,0,0.0,0,846329c888974061ea3e5207e63682ccacdc1bd095b68c2193ff42541debd9f0,1.3325499476387692,103.93277014516458,1,1,0,"[""7AM-10.30PM""]",1,1,0,0
352,B41,BLK 510 BEDOK NORTH STREET 3,38925.7812,34972.8867,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-7PM,NO,0,0,0.0,0,608ae2b92950537b2a19143b52e3d02ae3de4320d35b41f48a8a8013b30606ad,1.332554918020816,103.93149286604523,0,0,0,,1,0,0,0
353,B42,BLK 509/511 BEDOK NORTH STREET 3,38851.0273,34961.4805,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,1,0,0.0,0,aab548c913d8c98dfe5209411e3bcd0fb00fc37705a51522c6544bad16c0545a,1.3324517913824268,103.9308211568239,0,0,0,,1,0,0,0
354,B43,BLK 519/522 553 BEDOK NORTH AVENUE 1/2,38492.9294,34812.5657,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,1,0,0.0,0,8439f38b6836bb81cbbfea5d786673cd3a5776410d18d84b78ff5974eb94e34c,1.331105186543512,103.92760339777311,1,1,0,"[""7AM-10.30PM""]",1,1,0,0
